source,target,attributes
FqlgjXUR0BiOjjx48g15SQ,LZzDvgfpkd4nI3E4L9wF1w,"{'review_id': 'Wj9g5QndbFAyIcjwaUclYw', 'stars': 5}"
MXNBDXNuLLok-xnHSzkV4Q,muxda1cSVtplETqTfYVgZA,"{'review_id': 'kLqqIoesJ_iuxFCSPRlGnA', 'stars': 4}"
j8feOxyJqlIJWOi8su2qzw,ABaDXhzUa0UFFB9YSrbGhQ,"{'review_id': 'ZosM7HrGDxukUp3t2lE5pg', 'stars': 5}"
j8feOxyJqlIJWOi8su2qzw,VGumDYt7FW-O3j7Lal4xGQ,"{'review_id': 'eAHtARKQSFQNlM3VSzC6hw', 'stars': 5}"
j8feOxyJqlIJWOi8su2qzw,N7gW2W9-VeSqZIDV6GPn6Q,"{'review_id': 'F-dfP4qVl9QiwvuK9AmQHw', 'stars': 5}"
j8feOxyJqlIJWOi8su2qzw,NKi9TtKzLecOcQFr66hEaQ,"{'review_id': 'hd5YZXMoaIuVPIW_CSwtwA', 'stars': 5}"
j8feOxyJqlIJWOi8su2qzw,GBc3fXVRiInpu_y7UJaTog,"{'review_id': '5nn-yZWgklu1F_0NaM8b_w', 'stars': 4}"
j8feOxyJqlIJWOi8su2qzw,_PoQowlqJJWngFuw0yFWyw,"{'review_id': 'z3lFkZtTQfcUxIUlFmVmOQ', 'stars': 5}"
j8feOxyJqlIJWOi8su2qzw,Yd5O1ABcyU0RgkxvRrEbiQ,"{'review_id': 'HM2njCjQlG-c1bOTKyZS1Q', 'stars': 5}"
j8feOxyJqlIJWOi8su2qzw,qlyJUC5o9fGYdDxXR5g5fA,"{'review_id': 'dlPr46oAEnPUGhcElT0ncA', 'stars': 4}"
j8feOxyJqlIJWOi8su2qzw,NgKb-i4y5DDRzY3L2X3Y_A,"{'review_id': 'xKl9TUYv3gJGEgIoSR9sZQ', 'stars': 5}"
j8feOxyJqlIJWOi8su2qzw,nA87Ja4KOjXrNlcZm3kjtA,"{'review_id': 'XLjdSPjKuAeWrMpoenP_4A', 'stars': 5}"
j8feOxyJqlIJWOi8su2qzw,MZ8OlmbjGsE5ZSBGr7Ieww,"{'review_id': 'gEMNsQbyGTUnI8t1XetqdQ', 'stars': 1}"
j8feOxyJqlIJWOi8su2qzw,aavZdB18R0w4hiau7c7B1A,"{'review_id': '2ZzWk6YcgcjanYu3XuNiIg', 'stars': 5}"
j8feOxyJqlIJWOi8su2qzw,b8WY7Gg1sNjTueGmWaNZCg,"{'review_id': 'ZRdY_VVbYf_XPijqL8b4lA', 'stars': 5}"
j8feOxyJqlIJWOi8su2qzw,84oxd-CrUqWFEyft-VOviA,"{'review_id': 'F2NZCxyCHKrlnIm8BKtn3w', 'stars': 4}"
j8feOxyJqlIJWOi8su2qzw,pVgYCAD9SZPio1ekCaeWtQ,"{'review_id': '5-MUEZ1VNdAROvIhhNd8Rw', 'stars': 5}"
j8feOxyJqlIJWOi8su2qzw,JujuxPWBrBPU4YXKzqBYRg,"{'review_id': 'xhFcTgi_BRJ-slQxHiT3oQ', 'stars': 4}"
j8feOxyJqlIJWOi8su2qzw,ChIiry_Sk8Ure_RTl8SFJA,"{'review_id': 'pHmxLvejwVobL2iZVAkm5g', 'stars': 5}"
j8feOxyJqlIJWOi8su2qzw,nXatu8S5529DnKT5wESSeA,"{'review_id': 'CdmeKrJfcOljiyq8EOhsEQ', 'stars': 5}"
j8feOxyJqlIJWOi8su2qzw,GtM4pC8vRGBEo_ZAutg2YQ,"{'review_id': 'yN4jYCyI8ySW02hXzFnWCQ', 'stars': 2}"
j8feOxyJqlIJWOi8su2qzw,8XDFbq7FDoVHdG3TX2mmGw,"{'review_id': '3hsLpzcTmPS5pQbhJQ49Kw', 'stars': 5}"
j8feOxyJqlIJWOi8su2qzw,ejAkVmcQR4KI-AX8lZ0MxQ,"{'review_id': '_2cPKqSNuw9fu2lu54tFZw', 'stars': 3}"
j8feOxyJqlIJWOi8su2qzw,y7YLd8pQu-U0lYttMreGBw,"{'review_id': 'JpMRjYyVNM5PcrN_F0WRkw', 'stars': 5}"
j8feOxyJqlIJWOi8su2qzw,y23Gu7vXURmv6mhr6C0pBQ,"{'review_id': 'yymgcFcXOqKDF5XYbjF3Ug', 'stars': 1}"
j8feOxyJqlIJWOi8su2qzw,a567eRUZEIwiSh9v1_AJRg,"{'review_id': '6sNhrNwxkUQWds4-WdEqRw', 'stars': 5}"
j8feOxyJqlIJWOi8su2qzw,2jDq1qdBpMexpsf0iDu_rg,"{'review_id': 'SW6RRBYyWmRa_yMbFF7gfw', 'stars': 5}"
j8feOxyJqlIJWOi8su2qzw,mLtiSUEfk3UKhDEwUul_pA,"{'review_id': 'U1VVN7OUi7_86CZBdLboKQ', 'stars': 5}"
j8feOxyJqlIJWOi8su2qzw,MFH9CK5wuxg7SWZjOtDjEQ,"{'review_id': 'Kj-xRY4p_YJZVn6Uf_Dfhg', 'stars': 5}"
j8feOxyJqlIJWOi8su2qzw,HR3J-q-tkW13JFmqiQEAkA,"{'review_id': '0QEWY_PZnQ9hw3dtwMIfpw', 'stars': 5}"
j8feOxyJqlIJWOi8su2qzw,olGvCbmJ21hERQxeIkqR7A,"{'review_id': 'LtvbeTz1N4qeIUrJ3u9OjQ', 'stars': 1}"
j8feOxyJqlIJWOi8su2qzw,tvLtBs75gq2WAuRJTC_O6A,"{'review_id': 'qKppr0SQEtb0DdQgIQpuhQ', 'stars': 5}"
j8feOxyJqlIJWOi8su2qzw,peBQYndSfgUPR96bNQsbHA,"{'review_id': 'YE8xlsCJA5rkYfP70UGiIg', 'stars': 4}"
j8feOxyJqlIJWOi8su2qzw,Em84gVlzqjF72hgtxnewug,"{'review_id': 'cXw_HKNa2z4vzH-Jb9jpJg', 'stars': 5}"
j8feOxyJqlIJWOi8su2qzw,ngd3IhC--vV7UJ7Upuw3Vw,"{'review_id': 'V3nZvk6w1SNJfyrwHe3mpw', 'stars': 4}"
j8feOxyJqlIJWOi8su2qzw,QDmSqfuPxxctHTu1XAL55A,"{'review_id': '0Qa__Ydckf4KGQdB5fyI_Q', 'stars': 5}"
j8feOxyJqlIJWOi8su2qzw,Sf3LjhLYMt5hwJzecerVwA,"{'review_id': 'w1jCLClI4h1ux0wEGeNG1Q', 'stars': 2}"
j8feOxyJqlIJWOi8su2qzw,LdZq9XaPpXrLx3cfWSX7vg,"{'review_id': 'y9Xff_3gIqnOkrBxa7hF2A', 'stars': 3}"
j8feOxyJqlIJWOi8su2qzw,hpn3YJAgClgBC9RCKG8png,"{'review_id': 'bNdvY5_FoFII1bVhnV9_dw', 'stars': 5}"
j8feOxyJqlIJWOi8su2qzw,HYdQcH7CC2iJ4NJcwe6AHg,"{'review_id': 'ggnektcDl_gLcPSTbdzSug', 'stars': 5}"
j8feOxyJqlIJWOi8su2qzw,-wd41HcxuwQwZJRW9HoO1A,"{'review_id': 'RbADi2Zl6H51g3sgPanM8g', 'stars': 5}"
j8feOxyJqlIJWOi8su2qzw,jNnjUCXTzAl0jWsTC93s4g,"{'review_id': '-Ld4ZqK3n-4KQYgcTkG44w', 'stars': 5}"
j8feOxyJqlIJWOi8su2qzw,1Ey4hTCGx1OxfgjtA6XUvg,"{'review_id': 'KtiCr0szCkhpU_GiPh172Q', 'stars': 5}"
j8feOxyJqlIJWOi8su2qzw,yYvHIZd90_uys4NOwakTMg,"{'review_id': 'uOBqhdK2ewBcHsdpuVAHWw', 'stars': 4}"
j8feOxyJqlIJWOi8su2qzw,zwY9CceUxbnh2yLjn7ZwCw,"{'review_id': '8AGq65o50hiKnd-s8icZJg', 'stars': 2}"
j8feOxyJqlIJWOi8su2qzw,68uga8HvM89ptZJFkPTn8Q,"{'review_id': 'MR5bx3hZCaaPCYC9egBWlg', 'stars': 5}"
j8feOxyJqlIJWOi8su2qzw,lUAJwgzixbuQoqKkYXFZyA,"{'review_id': 'mG4UolW0FViv4yunp1L8uw', 'stars': 3}"
j8feOxyJqlIJWOi8su2qzw,gNtqyRbJCFOSxslPMoHjJA,"{'review_id': 'tcLdd6BiuxaF1AgvlJXGKA', 'stars': 2}"
j8feOxyJqlIJWOi8su2qzw,Oa5u2Mh4HWu1FUxbaFRiIQ,"{'review_id': 'iFiE63QV1mBR-mX52yBkEA', 'stars': 5}"
j8feOxyJqlIJWOi8su2qzw,zTxMfTxnxZ4gRdcTjGPLnw,"{'review_id': 'nbhg3Q5Kx9FQCVdykzw7-g', 'stars': 5}"
j8feOxyJqlIJWOi8su2qzw,ngyS2I7fD70lYtbHkrbcdg,"{'review_id': '8oycv4r3QfclYTZ2wRWFeg', 'stars': 5}"
j8feOxyJqlIJWOi8su2qzw,PG7EEtP2RC-SfVQ3k_3ajQ,"{'review_id': '4qEcR7pbve_24E3p-v4ctg', 'stars': 5}"
j8feOxyJqlIJWOi8su2qzw,6_VZe6DEGjRwyKTJIQI3CQ,"{'review_id': 'm0KDqJ5Dt28w7D3M8Ng9Yw', 'stars': 3}"
j8feOxyJqlIJWOi8su2qzw,tKtSuc4aIdRzXCGNcbHJWg,"{'review_id': 'Sd_h1b6MWMjLMHNAzPY8HA', 'stars': 1}"
j8feOxyJqlIJWOi8su2qzw,Ulst5OrJXZPz_Cs9UXYOyQ,"{'review_id': 'u-S-L3bLmSGNhZlw5yQ9UA', 'stars': 5}"
j8feOxyJqlIJWOi8su2qzw,kS2m2nO-MFWgykPeAgTH7Q,"{'review_id': 'qkn5Q8ZqAYtJI0DhMABmYA', 'stars': 3}"
j8feOxyJqlIJWOi8su2qzw,QCd59iHBJTR12N5-64asNA,"{'review_id': 'NbipYY7C-N0OPzYKw3IdYw', 'stars': 3}"
j8feOxyJqlIJWOi8su2qzw,BkSl5xt3cbvlHKxPCKY7eQ,"{'review_id': 'nZBP6fifv0_LDhKUxozVGg', 'stars': 5}"
j8feOxyJqlIJWOi8su2qzw,y8dqr-e8qKgOb3CXEnMPJg,"{'review_id': 'mfeiMQAyFGWkOOtxoh33_Q', 'stars': 5}"
j8feOxyJqlIJWOi8su2qzw,fBG3PzTgAJAPEVTO90yebA,"{'review_id': 'HgP1w5biUYk_q-oVxttkcQ', 'stars': 5}"
j8feOxyJqlIJWOi8su2qzw,2MKtHnDEAVwKl0cOLU4uTA,"{'review_id': 'UO9UHZ9Pycy1HD7GdRGLgg', 'stars': 2}"
j8feOxyJqlIJWOi8su2qzw,tZxyUfCivXijEykSw3xg3A,"{'review_id': 'Xz7uSoVwcQQJnoZQ6NHQRA', 'stars': 4}"
j8feOxyJqlIJWOi8su2qzw,7ha7zCGvwcYbYc6_dyq_-w,"{'review_id': 'bevK-r0d_u2cxbFFnXIJsA', 'stars': 5}"
j8feOxyJqlIJWOi8su2qzw,xfIwurvlYbbh3EhDzowS-Q,"{'review_id': 'U1ZCwBfn0oxK-G8CW13uaA', 'stars': 4}"
j8feOxyJqlIJWOi8su2qzw,ei0LSmV9tlo8dLFne8v0CQ,"{'review_id': '135R6wFqQ7jjI3gXt2UcqQ', 'stars': 1}"
j8feOxyJqlIJWOi8su2qzw,rmjRmA4uNjLSsq_x9G1nfg,"{'review_id': 'm2Joywy9ncJnsq24Cu2Bfw', 'stars': 1}"
j8feOxyJqlIJWOi8su2qzw,xfm6xJIuuDG6I3UMXLmzsg,"{'review_id': 'vUtSLSuB_njI-teQl2pvvg', 'stars': 2}"
j8feOxyJqlIJWOi8su2qzw,tANcr45ZjMoZ0a2o_d70vA,"{'review_id': 'WKmj1ogjUmfD08PWz4iKkw', 'stars': 3}"
j8feOxyJqlIJWOi8su2qzw,PtIWr3v6xUVfeEynILE8Aw,"{'review_id': 'gbdV556V0CxEpU9r7J6yTw', 'stars': 2}"
j8feOxyJqlIJWOi8su2qzw,oWI2rSsR1YruJX8Mu13AKA,"{'review_id': 'ybx0KVxUKneUEoaHqFXd3Q', 'stars': 2}"
tV46IhCfHbsx_af-pMupiw,GRXk1GLFZ0OSW2psh7KTZA,"{'review_id': 'AfP02dCO28qpmXE9uZ9xTA', 'stars': 3}"
tV46IhCfHbsx_af-pMupiw,6Dwh99zbe_lhfOD4MiAM1g,"{'review_id': 'flSYQzczv5ZMCAvAdoNueg', 'stars': 3}"
tV46IhCfHbsx_af-pMupiw,ZRGKVkTkzdHfCmKi-u-1TA,"{'review_id': 'nkYkxDiIojTuIf_K0Vv8cA', 'stars': 5}"
tV46IhCfHbsx_af-pMupiw,QbXz91Z_07dyu3I8rGGthA,"{'review_id': '60KYsmZjadyZPaVpk9ljGw', 'stars': 5}"
tV46IhCfHbsx_af-pMupiw,9z-iN6rkDhDOtxUcr4LoPA,"{'review_id': '1hLYaX3CSmzXlFskqwzBWw', 'stars': 4}"
tV46IhCfHbsx_af-pMupiw,mE4IuD-e7y6HulN9NhMaQA,"{'review_id': 'cBQFLwkEy24bQwc4csO26Q', 'stars': 5}"
tV46IhCfHbsx_af-pMupiw,Nw_qhJuPSsMmNrfU8mBWUw,"{'review_id': '3FqSOZHXkyntrAjYXfOpgQ', 'stars': 4}"
tV46IhCfHbsx_af-pMupiw,SowFib5AkqcKtJnm1CmxJQ,"{'review_id': 'arQDXlXTVvAS7qN98Eeseg', 'stars': 5}"
tV46IhCfHbsx_af-pMupiw,ifUNiLJXX1e2dmV2Fu21fw,"{'review_id': 'lb-4TTqUVm1cHQ3bAwDUHQ', 'stars': 4}"
tV46IhCfHbsx_af-pMupiw,jWIB4yLwEEZSTybmzmU8ig,"{'review_id': 'GbN7prU2SiVzeZuSDHuPkA', 'stars': 5}"
tV46IhCfHbsx_af-pMupiw,y_iD1vf1eBjOemGXUfmKeg,"{'review_id': 'IY8KYNk347pdT6Hm6nrLWg', 'stars': 4}"
tV46IhCfHbsx_af-pMupiw,KsaxLrJpGZ9Na5Sb19AjtA,"{'review_id': 'YMLc15V9sVsAv4VG4G0_Xg', 'stars': 5}"
tV46IhCfHbsx_af-pMupiw,qEERBUCbMJh4cHAvdNhbJw,"{'review_id': 'tpMMOr4kojzZ92urRqMuAw', 'stars': 3}"
tV46IhCfHbsx_af-pMupiw,Qaa2sxNfZyTUcmu2hpGTgw,"{'review_id': 'SVaFF9hTxDJ2De5mS7VL2A', 'stars': 3}"
tV46IhCfHbsx_af-pMupiw,jA6GuTa6LndFxnij_Uf-YA,"{'review_id': 'RL_1HfJiWlDMOzNGSaPUnw', 'stars': 3}"
tV46IhCfHbsx_af-pMupiw,AB0yngmMaj8LiJ2f0ZUuKA,"{'review_id': 'W-0Tn6uBNirB8IbahottIw', 'stars': 5}"
tV46IhCfHbsx_af-pMupiw,rXiA5oq4NH0NINJhTqtF4Q,"{'review_id': 'eHMzJSw1qAH3UsfiwgmrOA', 'stars': 5}"
tV46IhCfHbsx_af-pMupiw,wNMyx3hhJ2jQ5WwYzJhYqg,"{'review_id': '8R9Ltf6HdwULUcKIvU-m8g', 'stars': 5}"
tV46IhCfHbsx_af-pMupiw,QRDz8i2YiMgR2f6r-vGcew,"{'review_id': 'dq0PKei9tB209vQ_YOSW_w', 'stars': 5}"
tV46IhCfHbsx_af-pMupiw,vZqi6fcAbsMjXDUOPzgJtg,"{'review_id': 'jYznJ3uLEoVryFrDvs8ioA', 'stars': 5}"
tV46IhCfHbsx_af-pMupiw,OyIZ-s8YBOfki-fJOwpI4w,"{'review_id': 'Ie0w3FNvU1QnoaFI9HCFGg', 'stars': 5}"
tV46IhCfHbsx_af-pMupiw,DWdnvLW4Fqxi0gIM-WmIDA,"{'review_id': '2bArTNbxoclGtxQOK7WvLg', 'stars': 5}"
tV46IhCfHbsx_af-pMupiw,z6wLiRdIEeA15__huN2HKw,"{'review_id': 'NiSDHagqhLcPsoB3OWKRCQ', 'stars': 5}"
tV46IhCfHbsx_af-pMupiw,QVV_UfXc8oYJjAtunesKRA,"{'review_id': 'qLZj2kQryZbyFZ4anThK5A', 'stars': 2}"
tV46IhCfHbsx_af-pMupiw,lhtDeG9NGafVwDO1IZX8qQ,"{'review_id': 'xudIVbMYwySDjJkLULiK_g', 'stars': 2}"
tV46IhCfHbsx_af-pMupiw,L8HeeuO8JujnMhGdOVFn3w,"{'review_id': 'rMPujr5o6Y4pQsKTd6acyg', 'stars': 5}"
tV46IhCfHbsx_af-pMupiw,YV4uqnCVvdqZ0oZWoOm0jw,"{'review_id': '4a3MUljz9u7QqH7-bhk9tQ', 'stars': 5}"
tV46IhCfHbsx_af-pMupiw,H71_zKdRtG_29K6M-sh2gQ,"{'review_id': '7P_TXJv4b-c6Ue1YvAI9qg', 'stars': 5}"
tV46IhCfHbsx_af-pMupiw,JeSUBc5sO7yGCk_OpHxmNw,"{'review_id': 'jxexbc5YT90jXIAyVtcSqQ', 'stars': 5}"
tV46IhCfHbsx_af-pMupiw,WNIPPmBiXxrJ8ejuGSuAlQ,"{'review_id': '4jHNLeGwi1cOdwPCZZK2iA', 'stars': 3}"
tV46IhCfHbsx_af-pMupiw,_Xp7qtD8XXUWyINtIps4bg,"{'review_id': 'eA2a0VBeTrpbolPT_HLoQQ', 'stars': 5}"
tV46IhCfHbsx_af-pMupiw,i4GAomrj1oyAvv0aS9z5Kg,"{'review_id': 'yTYMsANL7G9hDWa4Q2J2IA', 'stars': 5}"
84oxd-CrUqWFEyft-VOviA,LZzDvgfpkd4nI3E4L9wF1w,"{'review_id': 'inId5jIl40JNHNbVYy2KyQ', 'stars': 4}"
MFH9CK5wuxg7SWZjOtDjEQ,hyeo7JQr5uLp-St1MibYAA,"{'review_id': '9ZIDxJ1foRDjh4af8-0skQ', 'stars': 5}"
MFH9CK5wuxg7SWZjOtDjEQ,zZ01WQlcpI1_n806WKV3bA,"{'review_id': 'k4Mel3sGTS2Sc3DPcwCD2A', 'stars': 5}"
Em84gVlzqjF72hgtxnewug,hyeo7JQr5uLp-St1MibYAA,"{'review_id': 'ken-JTuwad3sSUUUr2E_gw', 'stars': 5}"
AB0yngmMaj8LiJ2f0ZUuKA,muxda1cSVtplETqTfYVgZA,"{'review_id': 'yEPnmSODPiCqT6w6Lm3Igw', 'stars': 1}"
DWdnvLW4Fqxi0gIM-WmIDA,muxda1cSVtplETqTfYVgZA,"{'review_id': 'UFWwVxPuoJpJhmIwop0VUw', 'stars': 5}"
_Xp7qtD8XXUWyINtIps4bg,LZzDvgfpkd4nI3E4L9wF1w,"{'review_id': 'GPeBgOWhZo8qN3rkYHFojQ', 'stars': 3}"
PtIWr3v6xUVfeEynILE8Aw,hyeo7JQr5uLp-St1MibYAA,"{'review_id': 'avKul1fquJn3nbSuBkGzAg', 'stars': 5}"
LZzDvgfpkd4nI3E4L9wF1w,GbLlxD7_IItl_pz1TAdPlQ,"{'review_id': 're8E2R4wLbl6xENSw8hNTQ', 'stars': 3}"
LZzDvgfpkd4nI3E4L9wF1w,VweXxII7bgiqFRfGISgVMA,"{'review_id': 'Io3t8l0SKe-5eBMHY1Rf6w', 'stars': 5}"
LZzDvgfpkd4nI3E4L9wF1w,Yrtw0lxwWvNTT7-ciOvUOg,"{'review_id': 'UAQAjEe8SljgDoJ4HFmo9Q', 'stars': 5}"
LZzDvgfpkd4nI3E4L9wF1w,YELlwStpNGsV9pUibxCbdQ,"{'review_id': 'SOAqWRFJOTg7oOmhSwj6_w', 'stars': 3}"
LZzDvgfpkd4nI3E4L9wF1w,yx-RLod6s28m4JyZjDh7YQ,"{'review_id': 'my2U_TeSOQA7zB3wQTDlUw', 'stars': 5}"
LZzDvgfpkd4nI3E4L9wF1w,y9HcUtyG3N8eowqwHCf6zw,"{'review_id': 'udJw8pZCZLW31OfEYn0t9A', 'stars': 4}"
LZzDvgfpkd4nI3E4L9wF1w,N1VivbaKIFa-SIJ8OPl3Ug,"{'review_id': 'p3FCwNbCgkcE5a-TTWk4TA', 'stars': 5}"
LZzDvgfpkd4nI3E4L9wF1w,rRlJbC9INhJzIVJy3DXoTg,"{'review_id': 'PvnzvevUPQcIv8rRSyheOQ', 'stars': 5}"
LZzDvgfpkd4nI3E4L9wF1w,ch7ChFVrQUuA3eHkAMgVZw,"{'review_id': 'JRPqiGPntrAfGi0MeVr61A', 'stars': 5}"
LZzDvgfpkd4nI3E4L9wF1w,LtbvIBC2FIeckZOglYThXw,"{'review_id': 'osfguFHaJhXAEYrRMfqsvA', 'stars': 5}"
LZzDvgfpkd4nI3E4L9wF1w,4d43By249Njl7gD8PQi5_Q,"{'review_id': 'z0nvkMmZX57vjdwuqC72qg', 'stars': 5}"
LZzDvgfpkd4nI3E4L9wF1w,_kD25UJMaDGYHbhOldbPrA,"{'review_id': '0jePwF9FRboi24m_-v2wTA', 'stars': 3}"
LZzDvgfpkd4nI3E4L9wF1w,lHOzHVU423Y6B0Ma54vMmA,"{'review_id': 'bYWz66ZQsVgEYkoJkLluTQ', 'stars': 4}"
LZzDvgfpkd4nI3E4L9wF1w,tSAii3TxjTrmOV1h0wnYqA,"{'review_id': 'hLHKmXKNxwGasUdaGMjjIA', 'stars': 1}"
LZzDvgfpkd4nI3E4L9wF1w,leZsjZg66vCyNW9XavNihQ,"{'review_id': 'XoCQlOiL80ZAyDJVJflplQ', 'stars': 1}"
LZzDvgfpkd4nI3E4L9wF1w,tjtc2y41Ow9frEGeSv0oRQ,"{'review_id': '8AYu0tDAPEDfSc_MD0u-2Q', 'stars': 5}"
LZzDvgfpkd4nI3E4L9wF1w,F5qTALVah6hHLcGAjDB0XQ,"{'review_id': 'HAjwcwS-3nsFCJYqjn8tpA', 'stars': 5}"
LZzDvgfpkd4nI3E4L9wF1w,fDI7AXffuwVo-i2PwO-bnw,"{'review_id': 'r07dywQ_xo8x2lPQ0eOpNA', 'stars': 4}"
LZzDvgfpkd4nI3E4L9wF1w,Kfmqce5sx3bMXeT561VFZg,"{'review_id': 'Y3LNmBrCuYWji2LgdUe7EA', 'stars': 4}"
LZzDvgfpkd4nI3E4L9wF1w,i3j-CdX1e1GtES4rKoAREA,"{'review_id': 'tXz8NT5VBlcf3k288pOcJQ', 'stars': 5}"
LZzDvgfpkd4nI3E4L9wF1w,-Ii-6rs706QgUVfDnVpP4g,"{'review_id': 'NdAnLs_CQahY4euQcfQZEw', 'stars': 3}"
LZzDvgfpkd4nI3E4L9wF1w,szaVdg5_jXMAirrtmllYIA,"{'review_id': '-hpLGrb-FDrlPtTlLyO8CA', 'stars': 5}"
LZzDvgfpkd4nI3E4L9wF1w,-VD0wLkgY4chxTZFZgrKzA,"{'review_id': 'g_bXeKQAA8B8PWoM-WFhzA', 'stars': 5}"
LZzDvgfpkd4nI3E4L9wF1w,O0Jlmxx8qD3WMefOpiQ-rA,"{'review_id': 'FC96UnOrztlXgcyIbDiyLQ', 'stars': 3}"
LZzDvgfpkd4nI3E4L9wF1w,kbfpED-6FURIsNlsAXqc2g,"{'review_id': '-p5P9lrGX7dU-D-jt8RHEw', 'stars': 4}"
LZzDvgfpkd4nI3E4L9wF1w,w_Mc3nmWyY1sfxTMEp4UHg,"{'review_id': 'zNSKk45I96kdZQoImci1Hg', 'stars': 3}"
LZzDvgfpkd4nI3E4L9wF1w,MyGpAWDL4VswM6eP7dRYcw,"{'review_id': 'BMikG9VAiYZz8-b9p1yiwA', 'stars': 1}"
LZzDvgfpkd4nI3E4L9wF1w,qoGQZu56h0eDty2iWP2HPw,"{'review_id': 'x6uYDgTkpC8utwkPlhRplw', 'stars': 2}"
LZzDvgfpkd4nI3E4L9wF1w,Vi1t9orgfxlJCcqcvy7Jjw,"{'review_id': 'AdgCKN7lkG1QcmiQc3TxPw', 'stars': 4}"
LZzDvgfpkd4nI3E4L9wF1w,KSb77cDx17YhbcO7-dNYdw,"{'review_id': 'u8IFQJOHrgrQIOXiXE-LPw', 'stars': 5}"
LZzDvgfpkd4nI3E4L9wF1w,C5t_e4JuCmNOinq6Y0554g,"{'review_id': 'OiYtYl3g2OsVXEfbeAbVfg', 'stars': 5}"
LZzDvgfpkd4nI3E4L9wF1w,qKHEnb9fAFYWdNebtqXm-A,"{'review_id': 'b0Dv198JsNliPxjSc7HCfw', 'stars': 5}"
LZzDvgfpkd4nI3E4L9wF1w,ov_vV0q91kNwFG7koEhhbw,"{'review_id': 'lTfvdyGwEaPpq6PG0Tc_fQ', 'stars': 5}"
LZzDvgfpkd4nI3E4L9wF1w,5J5akoctu-c28miRgE1TlA,"{'review_id': 'nPtfTiPvBJmRmLolRY6t2Q', 'stars': 3}"
LZzDvgfpkd4nI3E4L9wF1w,mM8G-Rzxhaf1CYWmOoMziQ,"{'review_id': 'hacOdWNNKsCmBw147ICmkw', 'stars': 1}"
LZzDvgfpkd4nI3E4L9wF1w,_LMlezFkSXydijwvMf9FRg,"{'review_id': 'utgtdQKQkQ10agiChtOTXA', 'stars': 1}"
LZzDvgfpkd4nI3E4L9wF1w,eU8oAVZQB7-SZFWFKc5YEA,"{'review_id': 'Fh56JjZP8r5nXiANfW3-0A', 'stars': 3}"
LZzDvgfpkd4nI3E4L9wF1w,Kl7uOQWLBCmQN3phUx9tWA,"{'review_id': 'z8sVJUyNVm-W2BPEozv7vg', 'stars': 3}"
LZzDvgfpkd4nI3E4L9wF1w,_fGju43E8HBbNbvRwT0JfQ,"{'review_id': 'dR7VeNULnufdGsud6hLBRQ', 'stars': 4}"
LZzDvgfpkd4nI3E4L9wF1w,-1bBmIJHeBu8qs7ExxdYaQ,"{'review_id': 'K4HN_akE-DcRmxJa2XwWhw', 'stars': 5}"
LZzDvgfpkd4nI3E4L9wF1w,-BT7yKvo-CY0apW8xzNntg,"{'review_id': '4bOj4sO4bePBcFKIQyDMnw', 'stars': 3}"
LZzDvgfpkd4nI3E4L9wF1w,sUxQgDzUDwD4Sh9Vo-L-ZQ,"{'review_id': 'GAPZGL6hLpqZMlpUjs2-XQ', 'stars': 2}"
LZzDvgfpkd4nI3E4L9wF1w,ai4O31_PNzDXg3G3ENfF_A,"{'review_id': 'BycfU3uYBgUftGf1Av2V3w', 'stars': 4}"
LZzDvgfpkd4nI3E4L9wF1w,XhprWtL2oBC8FLgeZQSY1A,"{'review_id': 'Xn2bFt1TsbLWeoHfwvotWg', 'stars': 2}"
LZzDvgfpkd4nI3E4L9wF1w,nATWwNpLTTLaBgnnnBHHQQ,"{'review_id': '2spZzFUapV7z5OGA4DtJEg', 'stars': 5}"
LZzDvgfpkd4nI3E4L9wF1w,N0Q2RXIq8HtUaQlBUSSOhw,"{'review_id': 'ZzgGr39nBQ0_RDAJQEkGPQ', 'stars': 4}"
LZzDvgfpkd4nI3E4L9wF1w,h-tdiniXt8ymH7HfdIJibw,"{'review_id': 'lQVXDwtC2SEVDhk6dAZIZg', 'stars': 4}"
LZzDvgfpkd4nI3E4L9wF1w,nhGViLJE_hyqmSNQhPCpXQ,"{'review_id': 'UCK2NJOBmOz8hpIvrCJgbg', 'stars': 4}"
LZzDvgfpkd4nI3E4L9wF1w,8N-wlpnH575LFhidEEyFYQ,"{'review_id': 'gHURCgfnp8pU3G--j9mDMg', 'stars': 5}"
LZzDvgfpkd4nI3E4L9wF1w,5WflZVX2YhmelSvsRf1FNg,"{'review_id': 'kAnYICY11X1j6kiUAvHlLA', 'stars': 5}"
LZzDvgfpkd4nI3E4L9wF1w,y_nRpTpmsteDzhdGKLnXiw,"{'review_id': 'sp14Bo6ZxCpyjrA7mkLi-A', 'stars': 5}"
LZzDvgfpkd4nI3E4L9wF1w,yAPROUly_atBeYEaofC0-Q,"{'review_id': 'SNqTDRRnKojJQ3I3bPlZqQ', 'stars': 2}"
LZzDvgfpkd4nI3E4L9wF1w,jljmtCLo2sLG7oxQjbKJ5A,"{'review_id': 'ue393Bx9f7xuyIGMB5eRZw', 'stars': 4}"
LZzDvgfpkd4nI3E4L9wF1w,8YoovyUHrMh2rc_tepgcUA,"{'review_id': '3EIjspQEiHJryPCWp8iaNg', 'stars': 5}"
